,width_0_1,angle_0_1,width_1_2,angle_1_2,width_2_3,angle_2_3,width_0_4,angle_0_4,width_4_5,angle_4_5,width_5_6,angle_5_6,width_7_8,angle_7_8,width_8_9,angle_8_9,width_10_11,angle_10_11,width_11_12,angle_11_12,width_13_14,angle_13_14,width_14_15,angle_14_15,width_1_4,angle_1_4,width_4_7,angle_4_7
0,0.7851304857849588,-0.9842538825649447,0.0,-0.748730667629714,0.0,-0.8925799648355559,0.9931451606055164,-0.2633186857606644,0.5321457042409085,-0.24088370039932558,0.3464373117173625,-0.22208639806575922,0.5781570983861878,-0.06524682201524666,0.3985022203237894,-0.054933479052796066,0.5182907635472938,0.3684012898293505,0.39021749015046187,0.3329031049094246,0.4071656568100266,0.46413695215443973,0.31041362084984037,0.3725551120926839,0.6567271352485549,0.6461016381136255,0.0,1.4131719150687774
1,0.779328407162596,-0.9723774333163595,0.0,-0.7538297069096703,0.0,-0.9017533286043231,0.9951458629360516,-0.2628126818012628,0.5170271493555554,-0.23811378241001058,0.3386644869797031,-0.2030452172534655,0.5623313416262105,-0.06945332599532104,0.39073140281952756,-0.04995839572194775,0.5092832443371,0.3520443143154173,0.3826082253878552,0.3378781882402787,0.39704440478291964,0.45815315879758983,0.3009008880642173,0.3473859629183195,0.6487988260749554,0.6359824534809805,0.0,1.4209838702219992
2,0.7870065195484344,-0.9723774333163594,0.0,-0.7538297069096703,0.0,-0.9162255594715052,0.9989195551240652,-0.25933174440068524,0.5257798645961117,-0.2267988480538855,0.3420010829105376,-0.2030452172534655,0.5777004203984994,-0.06826980705682596,0.39436566619951596,-0.037482436691662964,0.5114145169751949,0.3644075891452028,0.3880385338582853,0.3498556018570979,0.40095617231772673,0.45815315879758955,0.31194364924113427,0.37170895011858485,0.6541901596466612,0.6465131478772352,0.0,1.4369853493203057
3,0.7763381249657128,-0.9740373796219515,0.0,-0.7538297069096703,0.0,-0.9272952180016123,0.9940228906381628,-0.25933174440068524,0.522122107919808,-0.21765061628704302,0.34418607218709724,-0.18622284041114176,0.569661838080694,-0.06027173868439207,0.3973310613560675,-0.037020115873929914,0.5089075830684537,0.3644075891452025,0.3844837559044623,0.3378781882402784,0.3989907008847967,0.45815315879758955,0.30866787238100324,0.35691193635167073,0.6519792124772836,0.6359824534809805,0.0,1.4181469983996313
4,0.7626870226205574,-0.9872497881174744,0.0,-0.7743714508405274,0.0,-0.9086367626839607,0.991506457498837,-0.2595783969005446,0.5173120191259314,-0.22950030222056667,0.33935376865143796,-0.19870078835691818,0.5650607125273379,-0.0792569334746178,0.3924136428351251,-0.04728604417095831,0.5043062996087636,0.3580680629318575,0.37984417250608604,0.3323522776038844,0.3968278834121158,0.43727093340889306,0.3086530393541377,0.3471083288723746,0.6598603379090235,0.6173542314672733,0.0,1.4083433909203356
5,0.7678038313348766,-0.9962043250805463,0.0,-0.7739766753683882,0.0,-0.9441400090019467,0.9928529203058051,-0.2656604626103734,0.5198601074685376,-0.2295485927362715,0.34198448575033613,-0.21289711524846644,0.5678439933350958,-0.0793052239903224,0.3948384619196676,-0.07227070799095861,0.5067903265704939,0.358019772416152,0.3817151449022137,0.33230398708817915,0.3966777814803114,0.4260250744123837,0.30556275507211894,0.35269233926950655,0.6631105667314954,0.617305940951568,0.0,1.4111319722269982
6,0.7692619417745356,-0.9952264751571038,0.0,-0.7538297069096703,0.0,-0.9629943306809361,0.9954396245410533,-0.2653839938134027,0.5188340480766158,-0.21043020334647344,0.3420010829105376,-0.2030452172534655,0.5724680540318304,-0.06027173868439207,0.3945809732906559,-0.04995839572194553,0.5114145169751949,0.3644075891452028,0.38341455610423736,0.3542594226786662,0.39880186498540093,0.44707454088818865,0.30557758461617385,0.36254423726450774,0.6642761706812836,0.6168012237880186,0.0,1.4209838702219992
7,0.7733614820686662,-0.9888415453652589,0.0,-0.7652373522562037,0.0,-0.9386415576126879,0.9919482705322556,-0.26162658440391373,0.5209558025360286,-0.21907309852060777,0.33618832513857294,-0.18179659869167633,0.5675234250138801,-0.05094265787978721,0.38964217860203537,-0.04073781077438302,0.5096549202387178,0.36522891613535124,0.3817151449022137,0.35200778307818126,0.3966777814803114,0.44572887040238607,0.30556275507211894,0.37239613525950876,0.6602318881415401,0.6309686864489953,0.0,1.4092690984003902
8,0.7759923344091544,-0.9785794612428902,0.0,-0.7603120008437126,0.0,-0.9337162062001968,0.9966341530927354,-0.25537595030391286,0.5198285753785531,-0.20491944533377865,0.34100461536826754,-0.1741199314701297,0.5727233482036184,-0.05407923989355416,0.39432260873960834,-0.022705187284169988,0.5113586799387889,0.37918483855269486,0.38337269430364873,0.3690366720861585,0.39432260873960834,0.4672521389695591,0.31015453691723266,0.3716891857591628,0.6601918418079046,0.6358940378614867,0.0,1.4299787482253592
9,0.7814893166579266,-0.977867654718906,0.0,-0.7596417748328084,0.0,-0.9435673870792661,1.0001819781034749,-0.2591661567670963,0.5188277530366303,-0.20550413481805058,0.3458773734809016,-0.1812967718827181,0.572778936221628,-0.06393042077262262,0.3943608813407603,-0.03255636816324246,0.516013878434679,0.3659313719508855,0.3880338257669493,0.3547816703855213,0.4011630749044937,0.4356185799149314,0.3073554331563152,0.38245626395196114,0.6591524268813893,0.6364696007796038,0.0,1.4419114178487287
