,width_0_1,angle_0_1,width_1_2,angle_1_2,width_2_3,angle_2_3,width_0_4,angle_0_4,width_4_5,angle_4_5,width_5_6,angle_5_6,width_7_8,angle_7_8,width_8_9,angle_8_9,width_10_11,angle_10_11,width_11_12,angle_11_12,width_13_14,angle_13_14,width_14_15,angle_14_15,width_1_4,angle_1_4,width_4_7,angle_4_7
0,0.8640151531079285,-0.5529762497328108,0.0,0.4903581997144739,0.0,1.5258755647500135,1.0723224938536098,-0.2211795495883543,0.10957926165501707,0.2608606339728135,0.29073908173425705,-2.9797146443172973,0.07484058324775376,0.12653919201984423,0.3467840664647727,-2.874951737173318,0.04278351379409974,-1.3411755262523517,0.4477371883565826,-2.7700747984430847,0.4738358656626012,0.2820140367950985,0.3269511533395829,0.334497739272779,0.38007559883372977,0.6126355335981772,0.0,1.7647180146581176
1,0.8556226407694817,-0.57136341142608,0.0,0.4508530316185754,0.0,1.54038242751504,1.0702434185217946,-0.2230850848301244,0.11688977751979125,0.20359126743581432,0.2967699077380452,-2.9667474591676584,0.06928629620603037,0.09394109526690456,0.3468575961740404,-2.833982570782905,0.048992809890583834,-1.086248187830305,0.4498481608266436,-2.754379059984698,0.47496404279669263,0.29617816658348634,0.32820401120184506,0.3416767423498216,0.39499266115127735,0.608903133511353,0.0,1.7533933039292389
2,0.8501766339165024,-0.5714128375879273,0.0,0.4273287390722381,0.0,1.5055253692655868,1.0712905045886945,-0.22213482035809493,0.11180956501367524,0.14719883731552993,0.3020928093291779,-2.957373700400333,0.08090018235058002,0.13906893513558724,0.35174832144781804,-2.7929645415948503,0.048887314120619814,-1.3292835381521857,0.4554257154247039,-2.722442018840629,0.46789016290644414,0.30102375563626554,0.3214346265445232,0.3470020971678015,0.3985948035365383,0.596087370466316,0.0,1.759067942700881
3,0.843517289698723,-0.5786289405584635,0.0,0.4070338573337998,0.0,1.4508144416092,1.0651765964777387,-0.22622718196918962,0.13118030258882962,0.1264499635489281,0.29794966513525356,-2.986794898361731,0.08847969165048133,0.08189348541271806,0.34659133560192745,-2.8164728397051877,0.05469129154402302,-1.2106031823770664,0.45034042596845275,-2.7273980087959946,0.4685453147397266,0.30829174595965725,0.3281477492641381,0.3601931444178302,0.39945494622302324,0.5904127316946738,0.0,1.728667842834423
4,0.8488415088845026,-0.5790057508746969,0.0,0.42900535618578645,0.0,1.523937210828707,1.0641082516940013,-0.2228384122390452,0.10651943537901384,0.05090706560505993,0.2947346957327648,-3.0100295354571815,0.07010249673972818,-0.20346099294820538,0.3371121121176837,-2.8581544147267284,0.06130285505243946,-1.4312333793223981,0.4394787559500638,-2.7498943662175326,0.4692233553455173,0.298515917301191,0.31859569365424917,0.3369585073223796,0.3996457201036526,0.6111259584420381,0.0,1.730158666833788
5,0.8550450695758192,-0.5998548245804805,0.0,0.4009496253660937,0.0,1.501939837493852,1.0721390994272666,-0.22061446871112747,0.12313700456601633,-0.031239833430268392,0.2981699606663739,-3.025237488382919,0.08271466602925603,-0.3070457320187906,0.3349688672277385,-2.8743335554338825,0.07522156621387671,-1.4940244355251184,0.43890834184870386,-2.7505089655049426,0.48046143993693413,0.30909300256259054,0.3346927408373698,0.35809817541566275,0.4211933595794764,0.6298033354204184,0.0,1.7650373229763006
6,0.8540980627055421,-0.5853470003977538,0.0,0.4349917491476935,0.0,1.5617988713334745,1.067200443322006,-0.21975529175046293,0.10796805946730868,-0.009966447406211266,0.28778329564287786,-3.0219063324161675,0.0647808356803852,-0.25867643649973027,0.32961218027110334,-2.848614107560976,0.06828499649304025,-1.5077222088979843,0.4332404344374656,-2.7153488587475927,0.4732818355264771,0.30401511790498953,0.33559728547782697,0.3650252797271617,0.4072953799668299,0.627825098634017,0.0,1.747473165447469
7,0.8404475059005893,-0.5928525200528082,0.0,0.3954470817309954,0.0,1.4965687504550873,1.0673133446821474,-0.21789705021522995,0.10927456818182722,-0.05757877196264864,0.2998504066607551,-3.0487353897149285,0.08084378027502838,-0.2957680146803953,0.33369819170689113,-2.8798718466400457,0.07726878817260176,-1.6325591747596204,0.4349105393950604,-2.740178038264252,0.47564880552119526,0.3080334781161172,0.3329032294284974,0.35088351687459013,0.4196558969650691,0.6054914211388293,0.0,1.751175270134669
8,0.84516929828019,-0.5787149449131989,0.0,0.39852244566641976,0.0,1.5253730473733196,1.068297821283494,-0.22441600903714587,0.10572774132922189,0.035699112679320265,0.292544112351914,-3.0252374883829183,0.07779444576637096,-0.24497866312686378,0.334606563225815,-2.873362367652466,0.07258635494970317,-1.4141944498128811,0.4370277291283196,-2.7378346536669653,0.4774740705777097,0.2967557607777217,0.32224956884511347,0.34026695646465105,0.40242235552338673,0.5919037541080471,0.0,1.7436569335820415
9,0.8649037978197329,-0.5939382642057953,0.0,0.41584749940692034,0.0,1.6010653115483025,1.0754488327378338,-0.2195058046678433,0.10175579962512717,-0.050202026512055055,0.2919678134157559,-3.038419399021043,0.07170538085251443,-0.535585342354654,0.31611000388395216,-2.889567446776093,0.08294087461108932,-1.6294015168545986,0.4248412097998505,-2.7347500565752667,0.48862091535465824,0.27199958784497624,0.3454301808727872,0.3258083149530474,0.41619803912653663,0.6438930250735286,0.0,1.7796963180622518
